1,-111.851968,34.56419,0 Mile Post General Crook Trail,"125 East Hollamon Street,Camp Verde AZ 86322"
1,-115.112489,36.155276,1 Million IN Cash And Worlds Largest Gold Nugget-Horseshoe Hotel,"128 E Fremont St,Las Vegas NV 89104,800-237-6537"
1,-115.174634,36.102099,1/3 Scale Statue Of Liberty-Empire State Building-Brooklyn Bridge,"3790 Las Vegas Blvd S,Las Vegas NV 89109,800-693-6763"
1,-122.651713,44.87384,10 Waterfalls - Walk Behind One,"20024 Silver Falls Hwy SE,Sublimity OR 97385,503-873-8681"
1,-87.62916,45.10174,"10,000 Board Feet of Logs","Bridge Street (U.S. 41),Marinette WI 54143"
1,-90.194434,38.626845,10-Foot Pinocchio Statue,"3 N 9th St,Saint Louis MO 63101"
1,-94.679146,41.866109,10-Foot-Tall Rotating Ear Of Corn,"Hwy 141,Coon Rapids IA 50058"
1,-119.627036,36.573152,10-Ft Tall California Dancing Raisin At Spike And Rail Steakhouse,"2910 Pea Soup Anderson Blvd,Selma CA 93662"
1,-93.265846,37.23025,100+ Year Old Walking Bridge,"Commercial St,Springfield MO 65803,417-864-7015"
1,-85.700887,42.96266,100-Foot-Long Loch Ness Monster,"1300 W Fulton St,Grand Rapids MI 49504"
1,-113.337759,37.175145,100-Year-Old Pioneer Fruitcake,"35 W State St,Hurricane UT 84737,435-635-3245"
1,-114.827632,42.690383,1000 Springs Snake River Tours,"1199 Banbury Rd,Buhl ID 83316,208-837-9006"
1,-117.373519,33.188629,101 Cafe-Highway 101 Museum,"631 South Coast Hwy 101,Oceanside CA 92054,760-722-5220"
1,-77.06686,38.883421,101st Army Airborne Division Memorial,Arlington VA 22211
1,-97.786571,32.451039,103-Year-Old Jesse James Grave-Granbury Cemetery,"N Crockett and Moore Sts,Granbury TX 76048,817-573-1622"
1,-82.06898,41.500732,103rd Ovi Memorial Foundation,"5501 E Lake Rd,Sheffield Lake OH 44054"
1,-106.37352,39.64159,10th Mountain Division Soldier Statue,"Bridge St,Vail CO 81657"
1,-72.761086,44.506172,10th Mountain Infantry Soldier Statue-Stowe Mountain Resort,"5781 Mountain Rd,Stowe VT 05672"
1,-120.669329,35.254471,12 Ft Bronze Indian,"Prado Rd,San Luis Obispo CA 93401"
1,-83.995694,35.301709,12 Ft Dragon Mailbox,"1350 Cherohala Skyway,Tellico Plains TN 37385,423-253-7199"
1,-101.935555,33.57349,12 Ton Boulder Carved Into John Waynes Head,"5601 19th St,Lubbock TX 79407,806-720-7326"
1,-122.654667,47.747141,12-Foot-Tall Concrete Viking,"NW Lindvig Way,Poulsbo WA 98370"
1,-103.298778,44.048385,12th Century Replica Church,"3780 Chapel Ln,Rapid City SD 57702"
1,-93.747887,32.510031,14-Story Mural-Largest IN The Usa,"Cotton St,Shreveport LA 71101"
1,-92.476383,48.236117,15 ft voyageur Statue,"Crane Lake  Rd,Crane Lake MN 55725"
1,-120.765736,38.505215,15-Ft Lwooden Fiddle Above Fiddletown Community Center,"14274 Fiddletown Rd,Fiddletown CA 95685"
1,-86.607084,30.403666,15-Ft Tall Coca-Cola Bottle-Buccaners Gifts,"152 Miracle Strip Pkwy,Fort Walton Beach FL 32548,850-244-5002"
1,-76.99726492,38.87460406,16-inch Projectiles,"Isaac Hull Avenue,Washington DC 20003"
1,-77.151488,38.892249,18-Foot-Tall Mermaid Carved From Tree,"6234 Lee Hwy,Arlington VA 22205"
1,-72.093945,41.344096,1830s Parade Ground,"East Street,New London CT 06320"
1,-86.2768,41.600926,1880 Cowboy Town-Out Behind The Buffalo Ridge Country Store,"46614 W Hwy 38,Buffalo Ridge SD 46614,605-528-3931"
1,-119.709043,36.389097,1880 Mussel Slough Tragedy,"5827 14th Ave,Hanford CA 93230"
1,-93.739208,36.407262,1886 Crescent Hotel,"75 Prospect Ave,Eureka Springs AR 72632"
1,-122.300784,47.645544,1890 Seattle Fire Department Bell,"24th Avenue East,Seattle WA 98112"
1,-94.802762,29.280288,1900 Great Storm Statue,"48th and Seawall Blvd,Galveston TX 77550"
1,-94.81504,29.27261,1900 Storm Memorial Statue,"Seawall Blvd ,Galveston TX 77551"
